### MNR ###
## Eastern Africa ##
#Nile
6041;6040;river_large;9660;-1;-1;-1;-1;QALYUB-BILBAYS
6362;6361;river_large;9661;-1;-1;-1;-1;KALABSHA-SABAGURA
6330;6331;river_large;9661;-1;-1;-1;-1;IKHMINDI-SAYALA
6333;6334;river_large;9661;-1;-1;-1;-1;SHEIKH_DAWUD-QASR_IBRIM
6337;6338;river_large;9662;-1;-1;-1;-1;SEMNA-AKASHA
6342;6343;river_large;9664;-1;-1;-1;-1;KEMNA-DONGOLA
6348;6347;river_large;9665;-1;-1;-1;-1;KAREIMA-TANKASI
6351;6353;river_large;9666;-1;-1;-1;-1;KURGUS-TARFAYA
6357;6358;river_large;9667;-1;-1;-1;-1;AL-BAWGA-ED-DAMER
6393;6395;river_large;9668;-1;-1;-1;-1;USHARA-ALTI
6430;6432;river_large;9669;-1;-1;-1;-1;TAGALI-RENK
6397;6394;river_large;9670;-1;-1;-1;-1;KAMLIN-SOBA
6400;6404;river_large;9671;-1;-1;-1;-1;SENNAR-ABU_GEILI
8376;8375;river_large;9672;-1;-1;-1;-1;BERTA-ABBAY-AGAW
6358;6356;river_large;9673;-1;-1;-1;-1;ED-DAMER-ATBARA
6436;6444;river_large;9675;-1;-1;-1;-1;WOLQAYT-SHOWAK_SOUTH
## Iberia ##
#Guadalquivir
1977;1985;river_large;9676;-1;-1;-1;-1;JAEN-UBEDA
#Guadian
1989;1956;river_large;9677;-1;-1;-1;-1;ALMADER-CASTILBLANCO
#Tajo
1754;1753;river_large;9678;-1;-1;-1;-1;LISBOA-SETUBAL
1771;1774;river_large;9679;-1;-1;-1;-1;IDANHA-NISA
1917;1955;river_large;9681;-1;-1;-1;-1;ALMARAZ-TRUJILLO
1919;1958;river_large;9682;-1;-1;-1;-1;TOLEDO-OCANA
#Duero
1766;2003;river_large;9683;-1;-1;-1;-1;GUIMARAES-GRALHEIRA
1764;1828;river_large;9685;-1;-1;-1;-1;MIRANDA DO DUORO-SALAMANCA
1896;1915;river_large;9686;-1;-1;-1;-1;SIMANCAS-OLMEDO
#Ebro
1858;1859;river_large;9687;-1;-1;-1;-1;AMPOSTA-TORTOSA
1887;1886;river_large;9688;-1;-1;-1;-1;ZARAGOZA-ZUERA
1890;1889;river_large;9689;-1;-1;-1;-1;TUDELA-TAFALLA
1882;1880;river_large;9690;-1;-1;-1;-1;FRAGA-MAIALS
## France ##
#Dordogne
2144;2143;river_large;9691;-1;-1;-1;-1;BLAYE-FRONSAC
2136;2238;river_large;9692;-1;-1;-1;-1;MONTREUIL-SUR-MER-MONTIGNAC
#Loire
2319;2318;river_large;9693;-1;-1;-1;-1;BLOIS-CONTRES
2463;2339;river_large;9694;-1;-1;-1;-1;SULLY-SUR-LOIRE-MONTARGIS
2307;2343;river_large;9696;-1;-1;-1;-1;MOULINS-NEVERS
2256;2274;river_large;9698;-1;-1;-1;-1;LOUDUN-TOURS
2251;2253;river_large;9699;-1;-1;-1;-1;RUFFEC-CHATELLERAULT
#Siene
2337;2353;river_large;9700;-1;-1;-1;-1;NEMOURS-BRAY
2363;2368;river_large;9701;-1;-1;-1;-1;PROVINS-NOGENT
